0.005,357.8
0.01,162.2
0.015,39.8
0.02,36.3
0.025,37.3
0.03,166.3
0.035,37.0
0.04,49.3
0.045,35.7
0.05,35.6
0.055,35.7
0.06,35.4
0.065,35.2
0.07,35.2
0.075,35.3
0.08,34.7
0.085,35.3
0.09,35.0
0.095,34.6
0.1,34.7
0.105,34.9
0.11,35.0
0.115,35.0
0.12,35.4
0.125,34.7
0.13,34.8
0.135,35.2
0.14,54.8
0.145,37.8
0.15,34.9
0.155,34.7
0.16,34.7
0.165,34.9
0.17,38.8
0.175,35.5
0.18,34.5
0.185,38.5
0.19,35.8
0.195,37.2
0.2,35.6
0.205,35.7
0.21,34.9
0.215,53.3
0.22,50.9
0.225,44.8
0.23,43.0
0.235,40.2
0.24,42.8
0.245,55.4
0.25,46.9
0.255,41.8
0.26,43.6
0.265,37.8
0.27,36.4
0.275,37.7
0.28,38.4
0.285,39.0
0.29,38.2
0.295,39.7
0.3,40.6
0.305,36.3
0.31,35.8
0.315,36.9
0.32,35.4
0.325,34.8
0.33,35.2
0.335,35.2
0.34,36.6
0.345,38.5
0.35,35.1
0.355,34.8
0.36,35.0
0.365,35.2
0.37,35.4
0.375,35.7
0.38,35.4
0.385,35.4
0.39,35.3
0.395,34.8
0.4,35.2
0.405,35.1
0.41,35.5
0.415,35.0
0.42,35.5
0.425,34.7
0.43,34.8
0.435,35.0
0.44,34.6
0.445,35.2
0.45,35.5
0.455,35.2
0.46,35.4
0.465,35.1
0.47,34.7
0.475,34.8
0.48,34.7
0.485,34.9
0.49,34.7
0.495,35.3
0.5,34.9
0.505,34.9
0.51,35.3
0.515,34.8
0.52,35.3
0.525,35.4
0.53,35.1
0.535,34.8
0.54,35.1
0.545,35.1
0.55,34.6
0.555,35.0
0.56,35.1
0.565,35.5
0.57,35.1
0.575,34.9
0.58,34.8
0.585,35.4
0.59,40.2
0.595,36.1
0.6,35.2
0.605,35.6
0.61,35.1
0.615,35.5
0.62,34.9
0.625,34.9
0.63,36.1
0.635,36.8
0.64,36.6
0.645,38.8
0.65,36.9
0.655,36.5
0.66,36.6
0.665,36.5
0.67,36.2
0.675,36.8
0.68,36.1
0.685,36.6
0.69,37.0
0.695,36.7
0.7,37.5
0.705,36.6
0.71,37.1
0.715,36.7
0.72,36.4
0.725,36.4
0.73,36.8
0.735,36.3
0.74,36.1
0.745,37.8
0.75,36.6
0.755,36.3
0.76,36.5
0.765,36.4
0.77,36.5
0.775,36.5
0.78,36.4
0.785,36.6
0.79,36.2
0.795,36.2
0.8,36.7
0.805,36.5
0.81,36.9
0.815,36.7
0.82,36.2
0.825,36.8
0.83,36.6
0.835,36.0
0.84,37.1
0.845,36.4
0.85,36.4
0.855,36.4
0.86,36.5
0.865,36.3
0.87,36.1
0.875,36.8
0.88,36.3
0.885,36.4
0.89,36.4
0.895,36.1
0.9,36.4
0.905,36.4
0.91,36.7
0.915,36.6
0.92,36.3
0.925,36.4
0.93,36.2
0.935,36.0
0.94,36.2
0.945,36.0
0.95,36.3
0.955,36.3
0.96,36.3
0.965,38.1
0.97,36.8
0.975,36.0
0.98,37.2
0.985,36.7
0.99,36.7
0.995,38.0
1.0,39.2
1.005,37.5
1.01,36.8
1.015,36.7
1.02,36.0
1.025,36.4
1.03,36.0
1.035,36.6
1.04,36.0
1.045,36.7
1.05,36.7
1.055,37.3
1.06,36.4
1.065,36.4
1.07,36.7
1.075,36.6
1.08,36.7
1.085,36.4
1.09,36.6
1.095,36.3
1.1,36.4
1.105,36.4
1.11,36.3
1.115,36.1
1.12,36.1
1.125,36.6
1.13,36.6
1.135,36.3
1.14,48.5
1.145,37.5
1.15,36.6
1.155,60.2
1.16,48.3
1.165,35.3
1.17,35.3
1.175,35.3
1.18,36.3
1.185,34.8
1.19,35.6
1.195,35.0
1.2,35.1
1.205,35.2
1.21,35.6
1.215,34.9
1.22,35.3
1.225,35.6
1.23,35.2
1.235,34.8
1.24,35.7
1.245,35.1
1.25,35.7
1.255,35.9
1.26,35.2
1.265,35.5
1.27,35.8
1.275,36.7
1.28,36.3
1.285,36.2
1.29,35.6
1.295,36.4
1.3,35.5
1.305,34.7
1.31,36.3
1.315,36.5
1.32,35.6
1.325,36.9
1.33,36.6
1.335,35.0
1.34,35.1
1.345,36.0
1.35,35.9
1.355,35.6
1.36,35.9
1.365,36.3
1.37,36.2
1.375,34.7
1.38,35.8
1.385,35.5
1.39,36.0
1.395,35.3
1.4,35.6
1.405,35.1
1.41,36.8
1.415,36.0
1.42,35.5
1.425,35.8
1.43,36.4
1.435,35.8
1.44,35.2
1.445,35.7
1.45,36.0
1.455,35.4
1.46,35.4
1.465,36.6
1.47,36.4
1.475,36.3
1.48,35.2
1.485,37.1
1.49,34.9
1.495,35.5
1.5,36.5
1.505,35.7
1.51,35.6
1.515,35.1
1.52,35.7
1.525,35.9
1.53,38.6
1.535,36.8
1.54,35.4
1.545,35.8
1.55,35.3
1.555,36.5
1.56,35.5
1.565,35.5
1.57,35.6
1.575,35.2
1.58,35.6
1.585,35.2
1.59,35.3
1.595,36.0
1.6,35.7
1.605,35.3
1.61,35.6
1.615,36.0
1.62,35.1
1.625,35.7
1.63,35.8
1.635,35.9
1.64,35.6
1.645,35.8
1.65,35.3
1.655,35.6
1.66,36.6
1.665,35.2
1.67,35.2
1.675,35.8
1.68,36.6
1.685,35.5
1.69,34.5
1.695,35.2
1.7,36.7
1.705,35.2
1.71,35.5
1.715,35.3
1.72,35.7
1.725,35.5
1.73,35.1
1.735,36.0
1.74,35.5
1.745,36.0
1.75,35.2
1.755,35.7
1.76,35.8
1.765,37.3
1.77,35.6
1.775,36.2
1.78,35.7
1.785,36.4
1.79,35.2
1.795,35.5
1.8,35.4
1.805,35.7
1.81,36.7
1.815,35.0
1.82,36.0
1.825,35.4
1.83,35.6
1.835,35.7
1.84,35.2
1.845,36.6
1.85,36.2
1.855,35.3
1.86,36.9
1.865,35.8
1.87,35.4
1.875,35.0
1.88,35.7
1.885,35.9
1.89,35.2
1.895,35.5
1.9,34.3
1.905,35.2
1.91,36.2
1.915,34.9
1.92,35.0
1.925,35.4
1.93,36.0
1.935,35.5
1.94,36.3
1.945,35.7
1.95,35.8
1.955,35.0
1.96,35.3
1.965,36.0
1.97,36.3
1.975,35.3
1.98,36.3
1.985,35.5
1.99,35.3
1.995,36.1
2.0,37.1
2.005,35.4
2.01,36.5
2.015,35.8
2.02,36.3
2.025,35.3
2.03,35.0
2.035,35.5
2.04,35.6
2.045,37.1
2.05,35.9
2.055,35.7
2.06,35.1
2.065,35.8
2.07,36.3
2.075,36.0
2.08,35.7
2.085,37.4
2.09,35.5
2.095,36.5
2.1,35.4
2.105,35.2
2.11,36.2
2.115,36.8
2.12,36.5
2.125,35.7
2.13,36.5
2.135,35.5
2.14,36.5
2.145,35.2
2.15,36.1
2.155,37.3
2.16,36.5
2.165,35.7
2.17,35.5
2.175,34.9
2.18,35.3
2.185,35.8
2.19,35.5
2.195,35.2
2.2,35.7
2.205,35.4
2.21,35.8
2.215,34.3
2.22,34.8
2.225,35.5
2.23,35.6
2.235,35.0
2.24,35.0
2.245,35.1
2.25,34.8
2.255,35.8
2.26,35.6
2.265,36.1
2.27,34.9
2.275,36.1
2.28,35.1
2.285,35.2
2.29,35.4
2.295,36.2
2.3,36.3
2.305,35.0
2.31,35.7
2.315,35.1
2.32,35.8
2.325,35.5
2.33,36.0
2.335,35.3
2.34,35.2
2.345,36.1
2.35,35.7
2.355,35.9
2.36,36.1
2.365,35.7
2.37,35.9
2.375,34.7
2.38,35.4
2.385,35.7
2.39,35.3
2.395,36.6
2.4,36.1
2.405,34.9
2.41,35.0
2.415,35.8
2.42,35.9
2.425,35.3
2.43,35.5
2.435,35.4
2.44,36.2
2.445,35.5
2.45,35.4
2.455,35.4
2.46,35.9
2.465,35.6
2.47,35.7
2.475,35.1
2.48,36.5
2.485,35.6
2.49,35.0
2.495,34.8
2.5,35.9
2.505,43.0
2.51,42.6
2.515,43.0
2.52,42.4
2.525,42.9
2.53,42.6
2.535,43.1
2.54,42.7
2.545,42.5
2.55,42.9
2.555,42.6
2.56,43.1
2.565,42.5
2.57,43.0
2.575,44.2
2.58,43.4
2.585,43.5
2.59,42.4
2.595,43.1
2.6,42.5
2.605,43.0
2.61,42.6
2.615,42.7
2.62,43.3
2.625,42.6
2.63,42.9
2.635,42.5
2.64,43.0
2.645,42.5
2.65,42.5
2.655,43.0
2.66,42.7
2.665,43.0
2.67,42.5
2.675,43.0
2.68,42.7
2.685,42.5
2.69,43.1
2.695,42.5
2.7,43.0
2.705,42.6
2.71,43.1
2.715,42.8
2.72,42.8
2.725,43.1
2.73,42.8
2.735,42.9
2.74,42.5
2.745,43.1
2.75,42.7
2.755,42.6
2.76,43.0
2.765,42.7
2.77,43.1
2.775,42.8
2.78,43.3
2.785,43.2
2.79,42.9
2.795,43.2
2.8,43.0
2.805,43.5
2.81,42.7
2.815,43.2
2.82,42.9
2.825,43.3
2.83,43.5
2.835,42.9
2.84,43.3
2.845,42.8
2.85,43.5
2.855,42.9
2.86,43.0
2.865,43.5
2.87,42.9
2.875,43.2
2.88,42.8
2.885,43.1
2.89,42.8
2.895,43.1
2.9,43.4
2.905,43.2
2.91,43.4
2.915,42.7
2.92,43.6
2.925,43.1
2.93,43.3
2.935,43.3
2.94,42.9
2.945,43.1
2.95,43.3
2.955,43.4
2.96,43.0
2.965,42.8
2.97,43.8
2.975,43.1
2.98,43.5
2.985,43.2
2.99,44.0
2.995,43.6
